#genes:511
#downstream:1000	upstream:1000	body:0	bin size:1000	unscaled 5 prime:0	unscaled 3 prime:0
genes:511	GSM3443503_E4.5-5.5_new_Plate3_A02_met	GSM3443503_E4.5-5.5_new_Plate3_A02_met	GSM3443504_E4.5-5.5_new_Plate3_A04_met	GSM3443504_E4.5-5.5_new_Plate3_A04_met	GSM3443505_E4.5-5.5_new_Plate3_A06_met	GSM3443505_E4.5-5.5_new_Plate3_A06_met	GSM3443507_E4.5-5.5_new_Plate3_A10_met	GSM3443507_E4.5-5.5_new_Plate3_A10_met	GSM3443510_E4.5-5.5_new_Plate3_B02_met	GSM3443510_E4.5-5.5_new_Plate3_B02_met	GSM3443512_E4.5-5.5_new_Plate3_B07_met	GSM3443512_E4.5-5.5_new_Plate3_B07_met	GSM3443514_E4.5-5.5_new_Plate3_C04_met	GSM3443514_E4.5-5.5_new_Plate3_C04_met	GSM3443515_E4.5-5.5_new_Plate3_C05_met	GSM3443515_E4.5-5.5_new_Plate3_C05_met	GSM3443516_E4.5-5.5_new_Plate3_C07_met	GSM3443516_E4.5-5.5_new_Plate3_C07_met	GSM3443519_E4.5-5.5_new_Plate3_E02_met	GSM3443519_E4.5-5.5_new_Plate3_E02_met	GSM3443520_E4.5-5.5_new_Plate3_E03_met	GSM3443520_E4.5-5.5_new_Plate3_E03_met	GSM3443521_E4.5-5.5_new_Plate3_E04_met	GSM3443521_E4.5-5.5_new_Plate3_E04_met	GSM3443522_E4.5-5.5_new_Plate3_E09_met	GSM3443522_E4.5-5.5_new_Plate3_E09_met	GSM3443523_E4.5-5.5_new_Plate3_E10_met	GSM3443523_E4.5-5.5_new_Plate3_E10_met	GSM3443524_E4.5-5.5_new_Plate3_E12_met	GSM3443524_E4.5-5.5_new_Plate3_E12_met	GSM3443526_E4.5-5.5_new_Plate3_F02_met	GSM3443526_E4.5-5.5_new_Plate3_F02_met	GSM3443527_E4.5-5.5_new_Plate3_F07_met	GSM3443527_E4.5-5.5_new_Plate3_F07_met	GSM3443528_E4.5-5.5_new_Plate3_G01_met	GSM3443528_E4.5-5.5_new_Plate3_G01_met	GSM3443529_E4.5-5.5_new_Plate3_G06_met	GSM3443529_E4.5-5.5_new_Plate3_G06_met	GSM3443530_E4.5-5.5_new_Plate3_G07_met	GSM3443530_E4.5-5.5_new_Plate3_G07_met	GSM3443531_E4.5-5.5_new_Plate3_G08_met	GSM3443531_E4.5-5.5_new_Plate3_G08_met	GSM3443534_E4.5-5.5_new_Plate3_H02_met	GSM3443534_E4.5-5.5_new_Plate3_H02_met	GSM3443535_E4.5-5.5_new_Plate3_H03_met	GSM3443535_E4.5-5.5_new_Plate3_H03_met	GSM3443536_E4.5-5.5_new_Plate3_H04_met	GSM3443536_E4.5-5.5_new_Plate3_H04_met	GSM3443538_E4.5-5.5_new_Plate3_H09_met	GSM3443538_E4.5-5.5_new_Plate3_H09_met	GSM3443539_E4.5-5.5_new_Plate3_H10_met	GSM3443539_E4.5-5.5_new_Plate3_H10_met	GSM3443540_E4.5-5.5_new_Plate4_A01_met	GSM3443540_E4.5-5.5_new_Plate4_A01_met	GSM3443541_E4.5-5.5_new_Plate4_A02_met	GSM3443541_E4.5-5.5_new_Plate4_A02_met	GSM3443545_E4.5-5.5_new_Plate4_A06_met	GSM3443545_E4.5-5.5_new_Plate4_A06_met	GSM3443550_E4.5-5.5_new_Plate4_A11_met	GSM3443550_E4.5-5.5_new_Plate4_A11_met	GSM3443551_E4.5-5.5_new_Plate4_A12_met	GSM3443551_E4.5-5.5_new_Plate4_A12_met	GSM3443553_E4.5-5.5_new_Plate4_B02_met	GSM3443553_E4.5-5.5_new_Plate4_B02_met	GSM3443554_E4.5-5.5_new_Plate4_B03_met	GSM3443554_E4.5-5.5_new_Plate4_B03_met	GSM3443556_E4.5-5.5_new_Plate4_B05_met	GSM3443556_E4.5-5.5_new_Plate4_B05_met	GSM3443557_E4.5-5.5_new_Plate4_B06_met	GSM3443557_E4.5-5.5_new_Plate4_B06_met	GSM3443560_E4.5-5.5_new_Plate4_B09_met	GSM3443560_E4.5-5.5_new_Plate4_B09_met	GSM3443561_E4.5-5.5_new_Plate4_B10_met	GSM3443561_E4.5-5.5_new_Plate4_B10_met	GSM3443565_E4.5-5.5_new_Plate4_C02_met	GSM3443565_E4.5-5.5_new_Plate4_C02_met	GSM3443566_E4.5-5.5_new_Plate4_C03_met	GSM3443566_E4.5-5.5_new_Plate4_C03_met	GSM3443574_E4.5-5.5_new_Plate4_C11_met	GSM3443574_E4.5-5.5_new_Plate4_C11_met	GSM3443575_E4.5-5.5_new_Plate4_C12_met	GSM3443575_E4.5-5.5_new_Plate4_C12_met	GSM3443577_E4.5-5.5_new_Plate4_D02_met	GSM3443577_E4.5-5.5_new_Plate4_D02_met	GSM3443578_E4.5-5.5_new_Plate4_D03_met	GSM3443578_E4.5-5.5_new_Plate4_D03_met	GSM3443580_E4.5-5.5_new_Plate4_D05_met	GSM3443580_E4.5-5.5_new_Plate4_D05_met	GSM3443581_E4.5-5.5_new_Plate4_D06_met	GSM3443581_E4.5-5.5_new_Plate4_D06_met	GSM3443585_E4.5-5.5_new_Plate4_D10_met	GSM3443585_E4.5-5.5_new_Plate4_D10_met	GSM3443590_E4.5-5.5_new_Plate4_E03_met	GSM3443590_E4.5-5.5_new_Plate4_E03_met	GSM3443592_E4.5-5.5_new_Plate4_E05_met	GSM3443592_E4.5-5.5_new_Plate4_E05_met	GSM3443594_E4.5-5.5_new_Plate4_E07_met	GSM3443594_E4.5-5.5_new_Plate4_E07_met	GSM3443596_E4.5-5.5_new_Plate4_E09_met	GSM3443596_E4.5-5.5_new_Plate4_E09_met	GSM3443598_E4.5-5.5_new_Plate4_E11_met	GSM3443598_E4.5-5.5_new_Plate4_E11_met	GSM3443602_E4.5-5.5_new_Plate4_F03_met	GSM3443602_E4.5-5.5_new_Plate4_F03_met	GSM3443604_E4.5-5.5_new_Plate4_F05_met	GSM3443604_E4.5-5.5_new_Plate4_F05_met	GSM3443605_E4.5-5.5_new_Plate4_F06_met	GSM3443605_E4.5-5.5_new_Plate4_F06_met	GSM3443606_E4.5-5.5_new_Plate4_F07_met	GSM3443606_E4.5-5.5_new_Plate4_F07_met	GSM3443610_E4.5-5.5_new_Plate4_F11_met	GSM3443610_E4.5-5.5_new_Plate4_F11_met	GSM3443612_E4.5-5.5_new_Plate4_G01_met	GSM3443612_E4.5-5.5_new_Plate4_G01_met	GSM3443616_E4.5-5.5_new_Plate4_G05_met	GSM3443616_E4.5-5.5_new_Plate4_G05_met	GSM3443617_E4.5-5.5_new_Plate4_G06_met	GSM3443617_E4.5-5.5_new_Plate4_G06_met	GSM3443618_E4.5-5.5_new_Plate4_G07_met	GSM3443618_E4.5-5.5_new_Plate4_G07_met	GSM3443619_E4.5-5.5_new_Plate4_G08_met	GSM3443619_E4.5-5.5_new_Plate4_G08_met	GSM3443621_E4.5-5.5_new_Plate4_G10_met	GSM3443621_E4.5-5.5_new_Plate4_G10_met	GSM3443623_E4.5-5.5_new_Plate4_G12_met	GSM3443623_E4.5-5.5_new_Plate4_G12_met	GSM3443626_E4.5-5.5_new_Plate4_H03_met	GSM3443626_E4.5-5.5_new_Plate4_H03_met
nan	nan	0	0	nan	nan	0	0	0	0	nan	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	nan	0	0.2	0	0	0	0	nan	0	nan	0	0	nan	nan	0	nan	nan	0	nan	0	0	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	0	nan	nan	0	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	0	nan	nan	nan	0	nan	nan	nan	nan	0	0	0.5	0	nan	0	0	0
nan	nan	nan	nan	nan	nan	0	0	0	nan	nan	nan	nan	nan	nan	1	0	0	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	0	0	nan	nan	1	nan	nan	nan	nan	nan	nan	0	0	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	0	0	0	nan	nan	nan	0.5	nan	0	0	nan	nan	nan	nan	nan	nan	nan	nan
nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	0	0	0	nan	nan	nan	0.5	nan	0	0.2	nan	nan	0	0	0	0	nan	nan	nan	0	0	0	nan	nan	nan	nan	0	0	nan	nan	nan	nan	0	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	nan	1	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	0	nan	nan	nan	nan	nan	nan
nan	nan	nan	0	nan	nan	0	0	nan	0	0	nan	0	0	0	0	0.5	0.3333	0	0	nan	nan	nan	nan	0	0	nan	nan	0	nan	0	0	0	nan	nan	nan	nan	nan	0	0	nan	0	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	0	0	nan	nan	0	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	0	0	nan	nan	0	0.5	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	0	nan	nan	nan	0	0	nan
nan	nan	nan	nan	nan	nan	0	0	0	0	nan	nan	nan	0	0	0	nan	nan	0.5	0	nan	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	nan	0	0	0	nan	nan	nan	nan	nan	0	0	0	nan	nan	nan	0	nan	nan	0	0	0	nan	nan	0	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	0	nan	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	0	nan	0	0	0	nan	0	nan	nan	0	nan	nan	nan	nan	nan	nan	0	0	0	0	nan	0	nan	nan	nan	nan
nan	nan	nan	nan	nan	nan	nan	0	0	0	nan	nan	nan	0	nan	0	nan	nan	nan	0	nan	nan	0	0.3333	0	0.6667	nan	0	nan	0	0	0	1	1	nan	nan	nan	0	nan	0.6667	nan	0	nan	nan	nan	0	0	0	0	nan	0.5	0.4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	0	0	0	nan	nan	nan	0	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0.3333	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan
nan	nan	nan	nan	nan	nan	nan	0	0	0	nan	0	nan	nan	0	nan	nan	nan	0	0	0.5	nan	1	0	nan	0.5	0	nan	0	0	0	nan	0	nan	0	nan	0	0.3333	0	0.3333	nan	0	nan	nan	0	nan	0	0.3333	0.5	nan	1	0	nan	0	nan	nan	nan	1	0	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	nan	nan	0	0	nan	nan	0	nan	0	0	0	0	0	nan	nan	nan	nan	nan	0.5	0.5	0	1	nan	nan	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	0	0	nan
nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	1	nan	nan	nan	nan	0	0	0	nan	nan	0	0	0	0	0	nan	nan	0	0	0	nan	0	0.3333	0	nan	nan	0	0	nan	nan	0	0	nan	0	0	0	0	0	0	0	nan	nan	nan	nan	nan	0	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan
nan	nan	0	0	nan	nan	0	nan	0.3333	0.2	0	nan	nan	nan	0	0.25	nan	0	0	nan	0	nan	nan	nan	0	0	0	0	nan	nan	0	nan	0	0	0	0	nan	nan	0	0	nan	0	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	0	nan	nan	0	nan	0	0	nan	nan	nan	0	nan	nan	nan	nan	nan	0	0	nan	0	nan	0	0	nan	nan	nan	1	nan	nan	0	0.1667	nan	nan	nan	0	0	0	0.2	nan	nan	nan	nan	nan	nan	nan
nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	0	nan	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	0.25	nan	0	nan	0	0	0	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	0	0	nan	nan	nan	nan	0	nan	0	nan	nan	0	0	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	0	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	0	0	nan	nan
nan	nan	0	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	0	0	nan	nan	nan	nan	1	0	0.2	0	nan	nan	0	0	0	nan	nan	nan	0	nan	0	nan	nan	0	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	1	nan	nan	1	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	0	0	0	0	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan
nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0.5	0	nan	nan	0	nan	nan	0	0	0	0	nan	nan	0.2	0	0	nan	0	nan	nan	nan	0	0	0	0	nan	nan	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	0	nan	nan	nan	nan	nan	nan	0	nan	nan	0	nan	0	nan	0	0	0.1667	nan	nan	nan	nan	nan	nan	0.5	0	nan	nan	0	nan	nan	nan	0.5	0	nan	nan	nan	1	0	nan	nan	nan
nan	nan	nan	0	nan	nan	nan	0	nan	0	nan	0	nan	0	nan	0	nan	nan	nan	0	0	nan	0	0	0	nan	nan	0.2	nan	nan	nan	0.6667	nan	0	1	0.5	nan	0.5	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	0	nan	0.1667	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	0	0	nan	0	nan	0	nan	nan	nan	nan	nan	nan	0.5	0.6667	nan	nan	nan	nan	nan	nan	nan	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.3333	0	nan	nan	nan	0	nan	0	nan	0	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0
nan	nan	0	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	0	0	nan	nan	0	0	0.125	0	nan	nan	0	0	0	nan	nan	0	0	0.3333	nan	nan	0.5	nan	0	0	0	0.5	0	nan	0	nan	nan	nan	0.1429	0	0	0	0.125	0	0	nan	nan	nan	0.1429	0	0	nan	nan	nan	0	0	0	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.5	0	nan	nan	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0.2	nan	nan	nan	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan
nan	nan	0	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	0	nan	nan	0	0	0	0.5	0	1	0	nan	nan	0	0	0	0	0	0	nan	0	0	0	0	0	0	nan	nan	0	nan	nan	0	0	0.1667	0	0.5	0.2	nan	nan	nan	nan	nan	nan	nan	0.6667	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	0	nan	0	nan	0.3333	nan	nan	nan	nan	nan	nan	0	0	nan	nan	0	nan	nan	0	nan	0	0	0	nan	0	0	0	0	nan	0	0	0	nan	nan	nan	nan	0	0.3333	nan	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0
nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0.3333	nan	0	0	nan	nan	0	nan	0	0	nan	nan	0	nan	0	nan	0	0	nan	0	nan	nan	0	0	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	0	0	0	0	nan	nan	nan	0.5	nan	nan	0.5	1	nan	nan	nan	nan	nan	nan	0	1	nan	0	nan	nan	nan	0.3333
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	0.5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	1	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
nan	nan	nan	nan	nan	nan	nan	0	0	0	nan	nan	nan	0	nan	nan	nan	0	nan	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	nan	nan	nan	0	nan	nan	0	0	nan	nan	nan	0	nan	nan	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.3333	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	0
nan	0	nan	nan	nan	nan	0	0	0	0	0.5	nan	nan	nan	0	0.1667	nan	nan	0	nan	nan	nan	nan	1	0	0	0	0	nan	nan	0	0	nan	1	0	nan	0	nan	nan	nan	0	0	nan	nan	nan	nan	0	0	0	0.1111	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	0	0.1429	nan	nan	0	0	0	0	nan	nan	0	0	0	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	0.6667	nan	nan	0	0	nan	nan	nan	nan	0	0	nan	nan	0	0	nan	nan	nan	nan	nan	nan
nan	nan	nan	0.5	nan	nan	nan	0	nan	nan	nan	nan	nan	0	0	0	nan	nan	0	nan	nan	0	nan	0	nan	0	nan	0	nan	0	nan	nan	nan	nan	nan	0.2	0	nan	0	nan	0	0	nan	0	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	nan	nan	1	0	0	nan	nan	nan	nan	0	0	0.5	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	0	0	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	0	0	nan	nan	nan	0	0
0	nan	nan	0	0	nan	0	nan	0.09091	0	0	0	nan	nan	nan	0	0	0	0.25	0.2	nan	nan	0	0	0.2	0	nan	nan	nan	nan	nan	nan	0	0.3333	nan	nan	0	nan	0.1818	0.5	nan	0	0	nan	0	0.25	0.2	0.3333	nan	nan	0.09091	0	nan	nan	0	0.125	0	nan	nan	nan	nan	1	nan	nan	nan	nan	nan	0	0.5	nan	nan	nan	0	0.5	nan	nan	nan	nan	0	0	0	0	nan	0	0.3333	0	nan	nan	0.3333	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0.2	nan	1	0	0	nan	nan	nan	0	0.1667	0.25	0	nan	0.5	nan	nan	nan	0	nan	0.25	0.4444	nan	nan	0	0	0.1667	0
nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	0	nan	0	0	0	nan	nan	nan	nan	0	nan	nan	0	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	0	0	0	0	nan	nan	0.5	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	0	0	nan	nan	0	0	nan	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0.5	0.25	0	nan	nan	0	0	0	0	nan	nan	nan	nan	nan	nan
nan	nan	0	nan	nan	nan	nan	nan	0	nan	0	nan	0	0	0	nan	nan	nan	0	nan	0	0	nan	nan	0	nan	0	0	0	nan	0	nan	0	nan	0	nan	nan	0	0	nan	0	nan	nan	nan	0	0	0	1	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	0	0	nan	nan	0	nan	nan	nan	0	nan	0	0.5	0	nan	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.1429	0.5	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	0.5	0	0	nan	0	nan	0	0
nan	nan	0	nan	nan	nan	nan	nan	0	nan	0	nan	0	0	0	nan	nan	nan	0	nan	0	0	nan	nan	0	nan	0	0	0	nan	0	nan	0	nan	0	nan	nan	0	0	nan	0	nan	nan	nan	0	0	0	1	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	0	0	nan	nan	0	nan	nan	nan	0	nan	0	0.5	0	nan	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.1429	0.5	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	0.5	0	0	nan	0	nan	0	0
nan	nan	0	0	nan	nan	0	nan	0	0	nan	nan	0	nan	nan	nan	0	0	0	nan	nan	nan	nan	nan	0	nan	0	0	nan	0.3333	0	0	nan	nan	nan	0	nan	0	nan	nan	0	0	nan	0	0	0	0	nan	nan	nan	0	0	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	0	nan	0	0	0	0	0.3333	nan	nan	nan	nan	nan	0	nan	nan	nan	0	nan	nan	0	nan	nan	nan	nan	0	0	nan	nan	nan	nan	0.3333	0	0.2	0	0	0	0	nan	0	nan	nan	nan	0	0.5	nan	nan	nan	nan	0	nan	nan	0	nan	nan	nan	nan	0	nan
nan	nan	0	0	nan	nan	0.3333	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	0	nan	0	nan	0	1	0	nan	0.1429	nan	nan	nan	nan	nan	0	1	0	nan	nan	nan	nan	nan	0.3333	nan	0	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	0	0	0	nan	nan	nan	nan	nan	nan	nan	0	nan	0	0	0	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	0	nan	nan	nan	nan	0	nan	nan	nan	0.2	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan
nan	nan	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	0	0	0	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	0	nan	nan	0	nan	0	0	nan	0	nan	0.6667	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	1	0	nan	nan	nan	nan	0	0	1	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	0	nan	nan
nan	nan	nan	0	nan	nan	0	nan	0	nan	nan	nan	0	nan	nan	0	0	0	0	0	nan	0	nan	0.3333	nan	nan	nan	0	nan	nan	0	0	0	0	nan	nan	0	0	nan	nan	0	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.3333	0	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan
nan	nan	nan	0	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	0	nan	0	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	0	0	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	0	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	0	0	nan	0	nan	0	nan	0	nan	nan	0	nan	nan	0
